trial,adjust,score,label,group
0,0.05439484689486351,0.55,0,True
0,-0.03870532080332406,0.39,0,False
0,0.03243211129695614,0.17,0,True
0,-0.01240801444968087,0.19,0,False
0,0.009687045712419864,0.06,0,True
0,-0.03843844392274798,0.41,1,False
0,-0.0028862201671948085,0.05,1,False
0,0.03464757991415296,0.19,0,True
0,0.026038755163531657,0.15,0,True
0,-0.008410444949748797,0.14,0,False
0,-0.020104330998092113,0.25,0,False
0,0.06466617103959199,0.28,0,True
0,0.022603747333523938,0.14,0,True
0,-0.01167358706399979,0.76,0,False
0,0.033257094880980026,0.19,0,True
0,0.0054684689054144125,0.01,0,True
0,-0.01631957413207971,0.2,1,False
0,-0.04262384937752772,0.47,0,False
0,-0.01793531740454493,0.24,0,False
0,-0.03880940235667374,0.51,0,False
0,-0.03972119257629525,0.59,0,False
0,0.01443544582502597,0.1,0,True
0,-0.02042031895310159,0.69,1,False
0,-0.03310461063705361,0.33,0,False
0,-0.04076231752044057,0.51,1,False
0,-0.012131085259251995,0.15,1,False
0,-0.007762767528449982,0.14,0,False
0,-0.01903155192315209,0.28,0,False
0,-0.0110207728416232,0.18,0,False
0,0.034581515950989294,0.18,1,True
0,0.0015847448027475064,0.83,0,True
0,-0.014209127432995988,0.16,0,False
0,-0.04114376049168089,0.53,0,False
0,-0.043087389074723315,0.44,0,False
0,-0.012951325019133542,0.18,0,False
0,-0.033837899377723746,0.64,1,False
0,-0.02161495113714973,0.76,1,False
0,0.015428003426726677,0.09,0,True
0,0.01816844940805923,0.09,0,True
0,0.06521979383407489,0.27,0,True
0,-0.02054996315565938,0.24,0,False
0,0.05554650948676976,0.55,0,True
0,-0.04120502303522244,0.53,0,False
0,-0.0034775759438502585,0.05,0,False
0,-0.011568431587245132,0.19,0,False
0,0.05727625471591058,0.23,1,True
0,-0.044162524929101776,0.53,1,False
0,-0.012992269586509425,0.16,0,False
0,0.013873855910318963,0.03,0,True
0,-0.020134709410942586,0.22,0,False
0,0.014307965527652372,0.05,0,True
0,-0.0055179883277642755,0.09,0,False
0,0.061822411532077404,0.26,0,True
0,-0.011451873596215023,0.16,0,False
0,0.04129541076115231,0.2,0,True
0,-0.02270293558287928,0.28,0,False
0,-0.019901402468827767,0.27,0,False
0,-0.010102298272279181,0.14,1,False
0,-0.004617557935645472,0.02,0,False
0,-0.007032382045966304,0.11,0,False
0,-0.004146517214365184,0.02,0,False
0,-0.03706607559473574,0.59,1,False
0,0.0008348395762115546,0.94,1,True
