trial,adjust,score,label,group
0,0.05208967829700817,0.59,0,True
0,-0.024599511754531567,0.29,0,False
0,0.016134466290855465,0.06,0,True
0,-0.012279744058299291,0.15,0,False
0,0.017134836050062885,0.08,0,True
0,-0.031361749609843836,0.35,1,False
0,-0.005208201559760761,0.04,1,False
0,0.02359228657875992,0.19,0,True
0,0.030003984214663937,0.18,0,True
0,-0.011407093351933462,0.14,0,False
0,-0.011659208858182168,0.2,0,False
0,0.025959270195598655,0.18,0,True
0,0.02120146816237542,0.1,0,True
0,-0.008074234806798475,0.81,0,False
0,0.02206092308352775,0.08,0,True
0,0.014030136731893766,0.05,0,True
0,-0.01483145762208038,0.21,1,False
0,-0.016233293941730537,0.22,0,False
0,-0.017109725102357642,0.26,0,False
0,-0.03782659833822688,0.59,0,False
0,-0.03698700045758774,0.56,0,False
0,0.01528320078818382,0.05,0,True
0,-0.021676245665971816,0.67,1,False
0,-0.019045948149271852,0.24,0,False
0,-0.0351139716568058,0.4,1,False
0,-0.010853152624108797,0.16,1,False
0,-0.00931766556417643,0.13,0,False
0,-0.011624238980774942,0.14,0,False
0,-0.026777620597173257,0.31,0,False
0,0.04975537897102589,0.24,1,True
0,0.01634918792335871,0.7,0,True
0,-0.01632063157514363,0.27,0,False
0,-0.04256531828568316,0.5,0,False
0,-0.013352893623432172,0.23,0,False
0,-0.015656721276431418,0.26,0,False
0,-0.03623696133974719,0.6,1,False
0,0.004516670977283144,0.84,1,False
0,0.020105239890147925,0.11,0,True
0,0.012147535500933018,0.04,0,True
0,0.04599708165822347,0.21,0,True
0,-0.013702212237966888,0.18,0,False
0,0.01104914474239771,0.77,0,True
0,-0.0417721765173516,0.45,0,False
0,-0.010919185422269315,0.08,0,False
0,-0.0153891575655416,0.22,0,False
0,0.048673089940846626,0.24,1,True
0,-0.03585413390218317,0.44,1,False
0,-0.008746439296547781,0.12,0,False
0,0.008204647867982376,0.01,0,True
0,-0.009411891315776383,0.12,0,False
0,0.004133707723864739,0.01,0,True
0,-0.004170165902969994,0.06,0,False
0,0.029023349985941693,0.21,0,True
0,-0.007299754101956171,0.07,0,False
0,0.02344879542127523,0.18,0,True
0,-0.014577685834017029,0.23,0,False
0,-0.01841749554184058,0.27,0,False
0,-0.014495172729060424,0.22,1,False
0,-0.004189260578977484,0.01,0,False
0,-0.009774612164579227,0.12,0,False
0,-0.007515389097435099,0.06,0,False
0,-0.04335584643198165,0.47,1,False
0,-0.021439015666704808,0.92,1,True
0,0.018162963808541224,0.11,0,True
0,-0.012373027106812345,0.15,0,False
0,0.008967801232683467,0.06,0,True
0,-0.034628057881138374,0.4,0,False
0,0.017270515203447023,0.11,0,True
0,0.046849767714176205,0.24,0,True
0,0.022319420565274806,0.17,0,True
0,0.0205913552842361,0.07,0,True
0,0.03419868329228784,0.21,0,True
0,0.0130998317942473,0.06,0,True
0,-0.015249285508425331,0.24,0,False
0,-0.02936048190023366,0.33,0,False
0,0.019137336676938885,0.06,0,True
0,0.008613505339583112,0.01,0,True
0,-0.011285018021407356,0.14,0,False
0,0.04150250391453236,0.22,0,True
0,0.012109724594085124,0.05,0,True
0,0.016800064008301197,0.1,0,True
0,-0.005973994619327357,0.0,0,False
0,0.005913140783448026,0.02,0,True
0,-0.012747166188100678,0.14,1,False
0,-0.02659205944597376,0.3,0,False
0,0.020969158549405897,0.12,0,True
0,0.017600985812954134,0.11,0,True
0,0.012948740410412968,0.02,0,True
0,0.00998973873130047,0.03,0,True
0,-0.025903429126472366,0.66,0,False
0,-0.012499427167388971,0.15,0,False
0,0.018001926977077504,0.13,0,True
0,-0.025303482450440007,0.31,0,False
0,0.07674382919197192,0.4,1,True
0,-0.010162207487312391,0.12,0,False
0,0.010858096063690273,0.02,0,True
0,-0.004636939799843892,0.05,0,False
0,-0.008522043991905648,0.1,0,False
0,-0.009693301861689957,0.1,0,False
0,-0.0203025326800505,0.26,0,False
0,-0.014221620818837072,0.21,1,False
0,0.027613579407744643,0.16,0,True
0,0.021235383398455793,0.1,0,True
0,-0.0034244009630612013,0.03,0,False
0,-0.02337985727055425,0.28,0,False
0,-0.036376942557606484,0.39,1,False
0,-0.02851874645140645,0.35,0,False
0,-0.0133153977975152,0.18,0,False
0,0.00843582557677025,0.92,0,False
0,0.008945140093056789,0.01,0,True
0,0.03221992449706518,0.23,1,True
0,-0.03662929754765104,0.4,0,False
0,-0.014841399092755697,0.21,0,False
0,0.021547925790608602,0.12,0,True
0,-0.010015767811863058,0.16,0,False
0,-0.012864303448238551,0.2,1,False
0,0.07134719252063171,0.51,0,True
0,0.012171742691237178,0.06,0,True
0,-0.021402561416625943,0.29,0,False
0,-0.014502652926643322,0.19,0,False
0,-0.010000565010738982,0.1,0,False
0,0.07640138239501898,0.32,0,True
0,-0.006031181437331022,0.05,0,False
0,-0.011315143068949651,0.15,1,False
0,-0.023018584294817235,0.3,1,False
0,-0.010454141816612417,0.13,0,False
0,-0.014704256759314471,0.21,0,False
0,-0.008702922921332762,0.14,0,False
0,-0.03966262218716543,0.58,1,False
0,0.025891646498217208,0.13,0,True
0,0.07382500503053202,0.36,1,True
0,0.03852427224182248,0.21,0,True
