trial,adjust,score,label,group
0,0.30104036563886183,0.22147255201515512,0.0,0.0
0,-0.051196105245788215,0.24605638845362926,0.0,1.0
0,0.31394444966648505,0.27333329365508746,1.0,0.0
0,0.029432062105503226,0.029898690090590367,0.0,0.0
0,-0.0722897799446845,0.3048498994577455,0.0,1.0
0,0.022340544973315515,0.025320453770652982,0.0,0.0
0,-0.08908708550966243,0.40706327667435366,0.0,1.0
0,-0.13294219513504435,0.5957146678739,1.0,1.0
0,0.0505664161731553,0.05301740757595531,0.0,0.0
0,-0.00774205930163057,0.054870652513570393,0.0,1.0
0,-0.019307860097484225,0.10854093604311206,0.0,1.0
0,-0.034292345484560144,0.18142459016067222,0.0,1.0
0,-0.03437787581731705,0.17275533320093095,0.0,1.0
0,0.08108563272060605,0.08859030975139981,0.0,0.0
0,-0.01216697046332224,0.08194129306271422,0.0,1.0
0,0.06618783122949388,0.05471293309684105,0.0,0.0
0,-0.07110708832671303,0.3172319074865725,1.0,1.0
0,0.13556115274909475,0.7576340177168029,1.0,0.0
0,0.030037411212624,0.019987369825777406,0.0,0.0
0,-0.014330955606347423,0.07805752938751782,0.0,1.0
0,-0.014979805012878433,0.09423750839789292,0.0,1.0
0,-0.04657417105294201,0.19837192143348206,0.0,1.0
0,0.1528294412736628,0.12302316259423521,0.0,0.0
0,-0.07608033112956764,0.32273069753687034,1.0,1.0
0,-0.01758570151226327,0.0973250359293098,0.0,1.0
0,0.1656451154699979,0.11115780072412962,1.0,0.0
0,0.10118244874771694,0.10167590242989083,0.0,0.0
0,-0.010716119159384224,0.06296590954122283,0.0,1.0
0,-0.006369388423371647,0.007465316045959758,0.0,1.0
0,-0.018604834941548992,0.0851140800822089,0.0,1.0
0,-0.0440216439073082,0.2038786896784622,1.0,1.0
0,0.1536852950489256,0.10942639046446108,0.0,0.0
0,0.04121698546360189,0.05654924200047338,0.0,0.0
0,-0.0628150357526914,0.2814347218494129,0.0,1.0
0,-0.01781387603843429,0.12135294770585389,0.0,1.0
0,-0.025430730114839567,0.12524007720062622,1.0,1.0
0,-0.017771229256760918,0.11591644208778502,0.0,1.0
0,-0.13817468202840888,0.6254030904692325,1.0,1.0
0,0.23430096979546836,0.19147087551858044,1.0,0.0
0,0.0288169642406214,0.022081602050482728,0.0,0.0
0,-0.022079125290076856,0.10301957999249746,0.0,1.0
0,-0.019640072023726404,0.1166451009228215,0.0,1.0
0,-0.009802998897917095,0.05540942603167565,0.0,1.0
0,-0.03570230294348575,0.1559977997445211,1.0,1.0
0,0.25792976716201865,0.19147087551858044,0.0,0.0
0,-0.0029142347284419542,0.027875656253469272,0.0,1.0
0,0.017659224856749645,0.025261911859278452,0.0,0.0
0,-0.019123875541795538,0.11134156374642935,0.0,1.0
0,0.011995372968014423,0.021870772830181955,0.0,0.0
0,-0.01518249479067696,0.08194129306271422,0.0,1.0
0,0.3315587292309532,0.2977234472253543,0.0,0.0
0,0.24496920238924208,0.20426532069789471,0.0,0.0
0,0.029198945694042883,0.0273906684578305,0.0,0.0
0,0.055138946745208264,0.0766822245965229,0.0,0.0
0,-0.022263395725565904,0.10185961225888794,1.0,1.0
0,-0.042849877298936856,0.17397678552862042,0.0,1.0
0,-0.008915482251405468,0.0603189886089098,0.0,1.0
0,-0.02557679852832212,0.1215951298415785,0.0,1.0
0,-0.05297116046154143,0.2544213755387708,0.0,1.0
0,0.196473543700937,0.14558634833607612,0.0,0.0
0,-0.007671810260291845,0.020190753249908655,0.0,1.0
0,-0.08445465034020927,0.38085632268945835,1.0,1.0
0,-0.07540940016381836,0.3362540882028451,0.0,1.0
0,0.16926551166646311,0.15617692122311339,0.0,0.0
0,0.279238784183228,0.21202872682234897,1.0,0.0
0,-0.0765922415888472,0.3362540882028451,1.0,1.0
0,0.03255673563123199,0.04466732291953252,1.0,0.0
0,0.019310197264494275,0.02623756547028452,0.0,0.0
0,0.05977715259008021,0.06897115470239276,0.0,0.0
0,-0.10358527331360323,0.4554652727015984,1.0,1.0
0,0.07127294191387759,0.04735526158007378,0.0,0.0
0,0.11794375326843365,0.08519896948938765,0.0,0.0
0,-0.013574398008702207,0.04808369607007295,0.0,1.0
0,-0.07521678548126565,0.33895724373427544,1.0,1.0
0,0.03204229031985503,0.042104366318055086,0.0,0.0
0,-0.05612074329876046,0.23773121164570238,0.0,1.0
0,0.1177124222672627,0.08164130312612417,0.0,0.0
0,-0.16238668189866945,0.8987015468287589,1.0,1.0
0,-0.04419311985014515,0.2206339421713324,0.0,1.0
0,-0.058770624151612466,0.24605638845362926,0.0,1.0
0,0.017299623764664575,0.04438683002087949,0.0,0.0
0,0.35159109689029594,0.3217580487307088,0.0,0.0
0,-0.012893338868617779,0.07052269791964481,0.0,1.0
0,-0.01984750870977356,0.09504559835158036,0.0,1.0
0,-0.01190445883278396,0.0867632033179819,0.0,1.0
0,0.07701751855401978,0.05041757347770896,0.0,0.0
0,0.20130818446344617,0.1659410823638427,0.0,0.0
0,0.13443964689725363,0.11823191207103237,0.0,0.0
0,-0.011424129233128813,0.03828257352219812,0.0,1.0
0,-0.06850219956780457,0.2806641120220205,0.0,1.0
0,-0.0033168789315574376,0.027875656253469272,0.0,1.0
0,-0.010913234408928926,0.050016033235834964,0.0,1.0
0,0.029968641853941033,0.03385962496635427,0.0,0.0
0,-0.1639111320788511,0.8904026253728435,1.0,1.0
0,0.33530547757471335,0.31111437706862627,1.0,0.0
0,-0.019627096049402618,0.08194129306271422,0.0,1.0
0,0.03668896507574251,0.03758900836545961,0.0,0.0
0,-0.07944581174892301,0.36948910058030215,0.0,1.0
0,-0.14096207814221418,0.6368496653183567,1.0,1.0
0,-0.02888899810935855,0.17045315257943894,0.0,1.0
0,0.02067472378378464,0.0314555173399214,0.0,0.0
0,0.08577402903209942,0.07339254231367813,0.0,0.0
0,-0.06425344841145741,0.9743375187894592,1.0,1.0
0,-0.032714401574164054,0.13664466911313405,0.0,1.0
0,-0.015328764585625265,0.0966409360608821,0.0,1.0
0,-0.11984643155349389,0.5197219349796379,1.0,1.0
0,0.06135897860749523,0.06571107110673079,0.0,0.0
0,0.025908686644870185,0.02540408352673271,0.0,0.0
0,0.3114221833078072,0.42961204648347484,0.0,0.0
0,0.21917398377701655,0.1669026179738015,0.0,0.0
0,0.028601772314790053,0.025320453770652982,0.0,0.0
0,0.0365535223405976,0.04207234540017778,0.0,0.0
0,-0.044669153971701986,0.18819077440039764,0.0,1.0
0,-0.13531983423964666,0.6033231100386521,1.0,1.0
0,-0.03469023983913472,0.1435182989136215,0.0,1.0
0,0.07751087939041394,0.07866284475588141,0.0,0.0
0,-0.02289640916528979,0.0953677568399047,0.0,1.0
0,0.03300412395735179,0.06595259548954809,0.0,0.0
0,-0.009010599509810119,0.04139049630762418,0.0,1.0
0,-0.08068162435147552,0.350070685787469,0.0,1.0
0,-0.18242399311035962,0.8474756216816308,1.0,1.0
0,0.17033734210062437,0.13582797510082223,0.0,0.0
0,-0.09263241382353665,0.4272109793327643,0.0,1.0
0,-0.008704836935698415,0.043635007136201595,0.0,1.0
0,-0.03216345931940903,0.13866182384773898,0.0,1.0
0,-0.001739346866189314,0.023104911689095443,0.0,1.0
0,-0.13185540012341157,0.5910816160319713,1.0,1.0
0,-0.01362854007427737,0.06454202305777307,0.0,1.0
0,-0.04577484106024124,0.21348282145500555,1.0,1.0
