trial,adjust,score,label,group
0,0.057022292227622895,0.55,0,True
0,-0.035604185294176194,0.39,0,False
0,0.03556279017984232,0.17,0,True
0,-0.010922067101876987,0.19,0,False
0,0.013897422996229175,0.06,0,True
0,-0.039643179372470194,0.41,1,False
0,-0.0036323284769214093,0.05,1,False
0,0.035590307048625924,0.19,0,True
0,0.030822373846538798,0.15,0,True
0,-0.011580623140270113,0.14,0,False
0,-0.020899191256808447,0.25,0,False
0,0.05342543176917697,0.28,0,True
0,0.022947138170180043,0.14,0,True
0,-0.016678406659094036,0.76,0,False
0,0.031213019473109005,0.19,0,True
0,0.00495091722687304,0.01,0,True
0,-0.016409275602499496,0.2,1,False
0,-0.04367419546843326,0.47,0,False
0,-0.016014475105385007,0.24,0,False
0,-0.040978735749364725,0.51,0,False
0,-0.036280450553286436,0.59,0,False
0,0.023602606856240133,0.1,0,True
0,-0.0235202392617877,0.69,1,False
0,-0.027944187991683522,0.33,0,False
0,-0.04250972421354454,0.51,1,False
0,-0.010420314257732322,0.15,1,False
0,-0.010843523874574684,0.14,0,False
0,-0.02466422175241273,0.28,0,False
0,-0.012735242531934171,0.18,0,False
0,0.03682500565878988,0.18,1,True
0,0.007061723735016678,0.83,0,True
0,-0.012383801105441489,0.16,0,False
0,-0.04167346283170059,0.53,0,False
0,-0.041615406086882856,0.44,0,False
0,-0.011648910103890603,0.18,0,False
0,-0.028539468213554797,0.64,1,False
0,-0.019128329296619784,0.76,1,False
0,0.01570040922397914,0.09,0,True
0,0.015766269846438724,0.09,0,True
0,0.06764745152469853,0.27,0,True
0,-0.014833880037155744,0.24,0,False
0,0.05174376626752175,0.55,0,True
0,-0.040324282807331024,0.53,0,False
0,-0.006092689261870524,0.05,0,False
0,-0.01644155938735256,0.19,0,False
0,0.056558218348386924,0.23,1,True
0,-0.04174080218824883,0.53,1,False
0,-0.013989888804047473,0.16,0,False
0,0.009970809334586009,0.03,0,True
0,-0.013683919178171078,0.22,0,False
0,0.009327902972508698,0.05,0,True
0,-0.006335488135047251,0.09,0,False
0,0.05073254620193407,0.26,0,True
0,-0.011596378974839311,0.16,0,False
0,0.04271568325690836,0.2,0,True
