trial,adjust,score,label,group,group_multi
0,0.006946097012057395,0.05,False,0,9.0
0,-0.03787806520299475,0.84,True,1,1.0
0,0.12329963562099128,0.3,False,0,8.0
0,-0.04010685299915204,0.2,False,1,1.0
0,0.027563465162261325,0.07,False,0,2.0
0,-0.0032642220400234644,0.0,False,1,1.0
0,-0.00024658193230186337,0.01,False,0,8.0
0,-0.0018471794392406924,0.0,False,0,8.0
0,0.1218395877808558,0.45,False,0,6.0
0,-0.007394230637597893,0.08,False,1,1.0
0,-0.01815541324548703,0.11,False,1,1.0
0,-0.02156789520549257,0.1,False,1,1.0
0,-0.0024474670477714344,0.01,False,0,9.0
0,-0.013033462420178388,0.08,False,1,1.0
0,0.09067490370140785,0.61,True,0,6.0
0,-0.04432641411488103,0.21,False,1,1.0
0,0.09927895964309685,0.55,False,0,2.0
0,-0.06099142366402294,0.34,False,1,1.0
0,-0.012543345256758154,0.92,True,1,1.0
0,-0.06900594866956611,0.7,True,1,1.0
0,0.1151175883759073,0.26,False,0,6.0
0,0.0002831600449155168,0.0,False,0,9.0
0,0.11161077523861745,0.22,False,0,8.0
0,0.004239327169054841,1.0,True,0,6.0
0,-0.0013080241135049464,0.02,False,1,1.0
0,0.1252152402366009,0.44,False,0,6.0
0,-0.0025042861925769697,0.01,False,1,1.0
0,-0.0019089504881873998,0.965,True,1,1.0
0,0.007798296389600723,0.95,True,0,6.0
0,-0.012570864654605551,0.97,True,1,1.0
0,-0.0022156315972671394,0.0,False,1,1.0
0,0.12124798512034651,0.43,False,0,9.0
0,-0.054837452739174564,0.27,True,1,1.0
0,-0.01667743939835617,0.12,True,1,1.0
0,0.002870376581826848,0.0,False,0,9.0
0,-0.0027889125232666706,0.0,False,1,1.0
0,-0.06889090596821446,0.71,True,1,1.0
0,0.055788707405632465,0.79,True,0,6.0
0,-0.012575116198401237,0.09,False,1,1.0
0,0.11917744113889561,0.28,False,0,8.0
0,-0.001003488716204655,0.0,False,1,1.0
0,-0.08604788472923697,0.57,True,1,1.0
0,0.12657822769132687,0.47,False,0,2.0
0,-0.002936832644590777,0.0,False,1,1.0
0,0.011280420847819286,0.06,False,0,6.0
0,-0.07918823209074377,0.65,True,1,1.0
0,-0.0005356651225156689,0.0,False,1,1.0
0,-0.003459053619391403,0.02,False,1,1.0
0,-0.0521572947675053,0.29,False,1,1.0
0,-0.035908738466489065,0.19,False,1,1.0
0,0.04970435142725507,0.09,False,0,2.0
0,0.13130782253419443,0.35,False,0,6.0
0,0.003449977658841752,0.0,False,0,8.0
0,-0.08282721679370048,0.53,False,1,1.0
0,-0.02582683115455242,0.88,True,1,1.0
0,0.0016905411656881492,0.0,False,0,2.0
0,-0.06700801462093431,0.74,True,1,1.0
0,0.0032905557803778324,0.01,False,0,3.0
0,0.09013390762987916,0.61,True,0,9.0
